Ticker,Commodity,Date,Close,Volume,Daily_Return,Log_Return
HG=F,Copper,2000-08-30,0.88499999,2886,-251.77677909826184,-1771.31366863684
HG=F,Copper,2000-08-31,0.88499999,1095,0.0,0.0
HG=F,Copper,2000-09-01,0.888999999,3449,1.1389856264292382,1.1364193714988136
HG=F,Copper,2000-09-05,0.906000018,1397,4.818903029042596,4.773407063413832
HG=F,Copper,2000-09-06,0.901499987,1195,-1.251664226788106,-1.2547830172669554
HG=F,Copper,2000-09-07,0.906000018,1598,1.257912177873381,1.2547830172669716
HG=F,Copper,2000-09-08,0.912,628,1.6688691324066047,1.663367369278283
HG=F,Copper,2000-09-11,0.912999988,653,0.2763124736842091,0.27616109904279873
HG=F,Copper,2000-09-12,0.928499997,623,4.278206264335684,4.242296547784857
HG=F,Copper,2000-09-13,0.92750001,1014,-0.2714019653356816,-0.27154821921728606
HG=F,Copper,2000-09-14,0.925499976,806,-0.543405458292141,-0.5439921937728261
HG=F,Copper,2000-09-15,0.920000017,505,-1.497557756824841,-1.5020252251896775
HG=F,Copper,2000-09-18,0.918500006,693,-0.4108725706686518,-0.41120788811169745
HG=F,Copper,2000-09-19,0.921500027,1050,0.8230868666973192,0.8217455960351622
HG=F,Copper,2000-09-20,0.901499987,508,-5.469354240181701,-5.529580103116537
HG=F,Copper,2000-09-21,0.925499976,545,6.708815657475982,6.621067620382753
HG=F,Copper,2000-09-22,0.919499993,561,-1.633706920809257,-1.6390255518202828
HG=F,Copper,2000-09-25,0.926999986,980,2.0554630238044913,2.047125536021457
HG=F,Copper,2000-09-26,0.916499972,0,-2.854372780972179,-2.8706614611252266
HG=F,Copper,2000-09-27,0.912500024,841,-1.0998220696072245,-1.1022290926249407
HG=F,Copper,2000-09-28,0.911000013,455,-0.4142496022553468,-0.41459045746227774
HG=F,Copper,2000-09-29,0.915499985,673,1.2447781864081806,1.2417139224213276
HG=F,Copper,2000-10-02,0.894999981,415,-5.6428193256605965,-5.7069559724362895
HG=F,Copper,2000-10-03,0.898500025,296,0.9854872700829569,0.9835653244938669
HG=F,Copper,2000-10-04,0.896499991,248,-0.5609444117711742,-0.5615696624877229
HG=F,Copper,2000-10-05,0.909500003,216,3.654214229657483,3.627972999137548
HG=F,Copper,2000-10-06,0.904500008,454,-1.385375190592515,-1.3891972693226893
HG=F,Copper,2000-10-09,0.892499983,203,-3.3432905176933843,-3.365666406607778
HG=F,Copper,2000-10-10,0.902499974,214,2.823526924369718,2.807826031583108
HG=F,Copper,2000-10-11,0.898500025,274,-1.1168832986581414,-1.1193656923024702
HG=F,Copper,2000-10-12,0.879499972,279,-5.32889618561782,-5.386046830018605
HG=F,Copper,2000-10-13,0.889500022,368,2.8652787722885735,2.849111873381044
HG=F,Copper,2000-10-16,0.891499996,276,0.5666030753622637,0.5659670463273626
HG=F,Copper,2000-10-17,0.880500019,236,-3.1093597492287706,-3.128701791969451
HG=F,Copper,2000-10-18,0.870000005,282,-3.005114674506321,-3.0231764940266177
HG=F,Copper,2000-10-19,0.870999992,118,0.2896514052319219,0.28948506851931843
HG=F,Copper,2000-10-20,0.860000014,275,-3.1825424586226556,-3.2028096595407356
HG=F,Copper,2000-10-23,0.865499973,239,1.611615866787674,1.6064843492375875
HG=F,Copper,2000-10-24,0.862500012,171,-0.8734722074913286,-0.8749895116698986
HG=F,Copper,2000-10-25,0.850499988,246,-3.506093919915216,-3.5307128031813027
HG=F,Copper,2000-10-26,0.828999996,0,-6.370368089881751,-6.452270348923848
HG=F,Copper,2000-10-27,0.841499984,478,3.7997551160422427,3.7713927653614663
HG=F,Copper,2000-10-30,0.842499971,543,0.29946135328739754,0.299283563365062
HG=F,Copper,2000-10-31,0.846499979,409,1.1964416032009604,1.1936103379213663
HG=F,Copper,2000-11-01,0.833000004,786,-4.018894015826073,-4.051285508691076
HG=F,Copper,2000-11-02,0.836000025,1103,0.907569373793204,0.9059389971014947
HG=F,Copper,2000-11-03,0.836000025,156,0.0,0.0
HG=F,Copper,2000-11-06,0.824999988,588,-3.3158005276375775,-3.3378083423448612
HG=F,Copper,2000-11-07,0.828499973,362,1.0690863428230921,1.0668249870703779
HG=F,Copper,2000-11-08,0.834500015,361,1.8249977468617136,1.8184211133792516
HG=F,Copper,2000-11-09,0.838,311,1.0569157629074368,1.0547055301502586
HG=F,Copper,2000-11-10,0.836499989,202,-0.4510772935560805,-0.451481487719051
HG=F,Copper,2000-11-13,0.819000006,319,-5.271961475184185,-5.327888856638528
HG=F,Copper,2000-11-14,0.825999975,317,2.1538365996055635,2.14468432304035
HG=F,Copper,2000-11-15,0.825999975,184,0.0,0.0
HG=F,Copper,2000-11-16,0.818499982,257,-2.2881335268805536,-2.298584845592833
HG=F,Copper,2000-11-17,0.822000027,206,1.077594819055232,1.075297376954588
HG=F,Copper,2000-11-20,0.822000027,539,0.0,0.0
HG=F,Copper,2000-11-21,0.828999996,0,2.145975827321963,2.1368900466420677
HG=F,Copper,2000-11-22,0.819500029,389,-2.8878066291329523,-2.9044806182001133
HG=F,Copper,2000-11-27,0.846499979,0,8.302607881908905,8.168767284848032
HG=F,Copper,2000-11-28,0.861000001,11293,4.31660441187085,4.280050863651598
HG=F,Copper,2000-11-29,0.851999998,3507,-2.634147216452778,-2.6480112390328077
HG=F,Copper,2000-11-30,0.841000021,1826,-3.2535143315810133,-3.2746995637465126
HG=F,Copper,2000-12-01,0.859499991,829,5.54339158571789,5.48330061093654
HG=F,Copper,2000-12-04,0.860499978,874,0.29318990882924734,0.2930194848075078
HG=F,Copper,2000-12-05,0.869000018,1112,2.4892622135546683,2.4770480852358325
HG=F,Copper,2000-12-06,0.876999974,978,2.3198951326143558,2.309281820194793
HG=F,Copper,2000-12-07,0.878499985,1436,0.4310179968147123,0.43064981238702027
HG=F,Copper,2000-12-08,0.887499988,1327,2.581674211411622,2.5685395535144937
HG=F,Copper,2000-12-11,0.889500022,671,0.5678969857068044,0.5672580506313075
HG=F,Copper,2000-12-12,0.88349998,853,-1.6998432227132692,-1.705602204526005
HG=F,Copper,2000-12-13,0.880500019,1020,-0.8556765015433299,-0.8571325411160797
HG=F,Copper,2000-12-14,0.888999999,1186,2.4327029117304386,2.421035788282303
HG=F,Copper,2000-12-15,0.872500002,581,-4.677164509198173,-4.721113661090248
HG=F,Copper,2000-12-18,0.874499977,546,0.5776432078449769,0.5769821708449916
HG=F,Copper,2000-12-19,0.874000013,703,-0.14407196262283684,-0.14411316231546636
HG=F,Copper,2000-12-20,0.862999976,653,-3.171635334975676,-3.191763268566156
HG=F,Copper,2000-12-21,0.856000006,489,-2.0440237416646196,-2.0523585908383577
HG=F,Copper,2000-12-22,0.860000014,603,1.1775724403441235,1.1748296386348704
HG=F,Copper,2000-12-26,0.863499999,0,1.0255769833045187,1.0234957073121855
HG=F,Copper,2000-12-27,0.847500026,1094,-4.669360973560346,-4.71316267688736
HG=F,Copper,2000-12-28,0.852500021,723,1.4867241313807291,1.4823556922239842
HG=F,Copper,2000-12-29,0.846499979,368,-1.77361940968211,-1.7798903705384035
HG=F,Copper,2001-01-02,0.818000019,593,-8.484335615086874,-8.630449867626535
HG=F,Copper,2001-01-03,0.823499978,619,1.6943638579548566,1.688693094225676
HG=F,Copper,2001-01-04,0.814999998,421,-2.6010868454449407,-2.61460385312612
HG=F,Copper,2001-01-05,0.832000017,518,5.2564476055373035,5.202376317690489
HG=F,Copper,2001-01-08,0.833000004,520,0.3028806716959327,0.30269880014539935
HG=F,Copper,2001-01-09,0.829999983,468,-0.907569373793176,-0.9092075983320274
HG=F,Copper,2001-01-10,0.83099997,375,0.3036105170619079,0.3034277683035084
HG=F,Copper,2001-01-11,0.832499981,312,0.45487699837101303,0.45446694990765035
HG=F,Copper,2001-01-12,0.844500005,653,3.63243978019983,3.606508870459
HG=F,Copper,2001-01-16,0.824999988,379,-5.81883274707619,-5.887065335581472
HG=F,Copper,2001-01-17,0.831499994,551,1.985456407061207,1.9776757462260555
HG=F,Copper,2001-01-18,0.866999984,459,10.758866559895639,10.535532061066432
HG=F,Copper,2001-01-19,0.852999985,301,-4.069203936686576,-4.102415961692895
HG=F,Copper,2001-01-22,0.8495,457,-1.033993242098345,-1.0361203762639117
HG=F,Copper,2001-01-23,0.851000011,408,0.4449708911124093,0.44457849761390006
HG=F,Copper,2001-01-24,0.839999974,315,-3.2573552152398166,-3.2785907148201288
HG=F,Copper,2001-01-25,0.838999987,697,-0.29999610928561227,-0.3001748179269057
HG=F,Copper,2001-01-26,0.838999987,0,0.0,0.0
HG=F,Copper,2001-01-29,0.833500028,730,-1.6519543378729438,-1.6573927074869006
HG=F,Copper,2001-01-30,0.840499997,736,2.1163672810338516,2.107529800799681
HG=F,Copper,2001-01-31,0.848500013,731,2.3985770841115155,2.3872339804495266
HG=F,Copper,2001-02-01,0.850000024,423,0.4454953049010433,0.4451019865034071
HG=F,Copper,2001-02-02,0.843999982,428,-1.7788359309504855,-1.785143921579694
HG=F,Copper,2001-02-05,0.82950002,374,-4.329372632616954,-4.366993560938467
HG=F,Copper,2001-02-06,0.83099997,607,0.4556810016713335,0.4552695032647577
HG=F,Copper,2001-02-07,0.82950002,630,-0.45485850017541374,-0.45526950326478494
HG=F,Copper,2001-02-08,0.82950002,420,0.0,0.0
HG=F,Copper,2001-02-09,0.819999993,0,-2.8860840823126144,-2.902738108963306
HG=F,Copper,2001-02-12,0.817499995,244,-0.768292074851272,-0.769465636761251
HG=F,Copper,2001-02-13,0.824500024,0,2.157807117784765,2.1486211621568483
HG=F,Copper,2001-02-14,0.821500003,516,-0.9169257368026487,-0.9185979547142216
HG=F,Copper,2001-02-15,0.827000022,266,1.6871634606677102,1.6815406851654886
HG=F,Copper,2001-02-16,0.824999988,238,-0.6094420248999874,-0.6101801588335917
HG=F,Copper,2001-02-20,0.819000006,300,-1.8327218012032147,-1.8394187137576903
HG=F,Copper,2001-02-21,0.800999999,365,-5.538463651732877,-5.600232630507562
HG=F,Copper,2001-02-22,0.800999999,196,0.0,0.0
HG=F,Copper,2001-02-23,0.79549998,0,-1.7303430583399901,-1.7363110422417387
HG=F,Copper,2001-02-26,0.80400002,9436,2.692658873479809,2.6783747973781473
HG=F,Copper,2001-02-27,0.800999999,3024,-0.9403050661615913,-0.9420637551364075
HG=F,Copper,2001-02-28,0.810000002,1715,2.8314616215124326,2.815672687556517
HG=F,Copper,2001-03-01,0.82099998,1009,3.42221536932784,3.3991864089804564
HG=F,Copper,2001-03-02,0.824500024,1264,1.0743131662439227,1.0720296761105736
HG=F,Copper,2001-03-05,0.833500028,746,2.750759177661326,2.735854298333248
HG=F,Copper,2001-03-06,0.843999982,771,3.174551072720546,3.1547218461729316
HG=F,Copper,2001-03-07,0.833999991,812,-2.9857793669952954,-3.0036085887938455
HG=F,Copper,2001-03-08,0.82099998,2525,-3.9280609200869847,-3.958997231822922
HG=F,Copper,2001-03-09,0.825999975,527,1.5347122663754655,1.530057857010945
HG=F,Copper,2001-03-12,0.82099998,452,-1.5254222495587926,-1.5300578570109387
HG=F,Copper,2001-03-13,0.811500013,815,-2.915946092958496,-2.9329478936174747
HG=F,Copper,2001-03-14,0.80400002,439,-2.329018121654651,-2.3398474477831295
HG=F,Copper,2001-03-15,0.80250001,671,-0.4701523763643798,-0.47059150051820403
HG=F,Copper,2001-03-16,0.783500016,0,-5.966353181727712,-6.038117882487899
HG=F,Copper,2001-03-19,0.791000009,684,2.4122504114920282,2.400778025955313
HG=F,Copper,2001-03-20,0.79400003,305,0.9557588917802065,0.9539510109831709
HG=F,Copper,2001-03-21,0.78549999,972,-2.6977455907652703,-2.712289624525975
HG=F,Copper,2001-03-22,0.778500021,516,-2.245693456978911,-2.2557595324134856
HG=F,Copper,2001-03-23,0.780499995,585,0.6473904102823447,0.6465602556837555
HG=F,Copper,2001-03-26,0.77700001,645,-1.1300400072392103,-1.1325813185425084
HG=F,Copper,2001-03-27,0.786000013,0,2.9189198543253534,2.902144324208566
